# millisec, uSv/h, CPS, CPM, Temp, Alt, roll, pitch, heading, x_accel, y_accel, z_accel, balloonstate
# millisec, uSv/h, CPS, CPM, Temp, Alt, roll, pitch, heading, x_accel, y_accel, z_accel, balloonstate
2644195,  0.88,  4,  155, -11.10, 7818.13, -81.31, 1.18, -68.64, -0.12, -5.65, 0.86, 1
2645191,  0.87,  3,  153, -16.90, 8021.25, -100.18, -5.76, 73.40, 1.57, -15.30, -2.75, 1
2646187,  0.85,  1,  150, -23.70, 7843.26, -95.62, -3.73, -151.33, 1.10, -16.75, -1.65, 1
2647183,  0.87,  4,  154, -12.00, 7831.63, -95.86, 15.45, 2.02, -2.55, -9.18, -0.94, 1
2648179,  0.87,  2,  153, -11.00, 7830.87, -99.31, -1.20, -22.60, 0.16, -7.41, -1.22, 1
2649175,  0.85,  1,  150, -12.10, 7952.62, -95.45, 2.28, 35.89, -0.51, -12.75, -1.22, 1
2650171,  0.84,  2,  149, -11.30, 7844.59, -97.31, -1.87, 32.14, 0.35, -10.71, -1.37, 1
2651167,  0.86,  4,  151, -11.40, 7850.88, -87.39, 1.95, -105.16, -0.59, -17.22, 0.78, 1
2652163,  0.87,  3,  153, -11.40, 7860.62, -89.52, 0.73, -104.54, -0.12, -9.30, 0.08, 1
2653159,  0.84,  0,  148, -11.40, 7898.72, -102.15, -7.99, 50.90, 1.18, -8.20, -1.77, 1
2654155,  0.84,  1,  148, -11.50, 7874.96, -96.76, 2.58, -8.51, -0.51, -11.26, -1.33, 1
2655152,  0.85,  5,  150, -11.60, 7887.41, -88.36, 5.98, -66.59, -0.86, -8.24, 0.24, 1
2656148,  0.84,  2,  148, -23.00, 8163.55, -97.28, -3.09, 116.27, 0.78, -14.44, -1.84, 1
2657144,  0.83,  2,  146, -11.50, 7888.94, -90.90, 4.73, -124.30, -0.82, -9.96, -0.16, 1
2658140,  0.83,  1,  146, -12.90, 7947.40, -103.51, -3.45, 82.47, 0.31, -5.06, -1.22, 1
2659136,  0.84,  3,  149, -11.20, 7894.50, -87.84, 7.20, -164.23, -2.24, -17.69, 0.67, 1
2660132,  0.84,  4,  148, -15.10, 8098.29, -84.97, 7.58, -162.13, -1.84, -13.81, 1.22, 1
2661128,  0.83,  2,  147, -11.90, 7914.66, -91.02, 1.66, 38.17, -0.51, -17.57, -0.31, 1
2662124,  0.86,  5,  152, -11.30, 7911.01, -88.02, -0.25, -72.71, 0.08, -18.12, 0.63, 1
2663120,  0.86,  2,  151, -11.40, 7917.93, -100.76, 4.63, -51.06, -1.29, -15.69, -2.98, 1
2664116,  0.86,  3,  151, -11.70, 7928.32, -91.10, -0.00, -168.03, 0.00, -14.28, -0.27, 1
2665113,  0.86,  1,  151, -11.70, 7963.63, -135.27, 3.01, 43.13, -0.31, -4.20, -4.24, 1
2666109,  0.87,  2,  153, -12.30, 7955.32, -91.83, -8.47, -54.86, 1.10, -7.37, -0.24, 1
2667105,  0.85,  1,  150, -12.50, 7978.14, -109.04, 0.96, 10.60, -0.24, -13.30, -4.59, 1
2668101,  0.84,  1,  148, -12.00, 7956.67, -90.68, -3.86, -47.11, 1.33, -19.77, -0.24, 1
2669097,  0.85,  3,  150, -11.70, 7950.49, -91.08, -2.01, -41.86, 0.51, -14.55, -0.27, 1
2670093,  0.85,  2,  150, -15.80, 8071.81, -99.56, 2.45, 69.92, -0.67, -15.38, -2.59, 1
2671089,  0.85,  4,  150, -12.20, 7974.85, -90.70, -3.24, -94.70, 0.55, -9.69, -0.12, 1
2672085,  0.85,  2,  150, -14.50, 8049.52, -103.44, -1.73, 42.48, 0.27, -8.87, -2.12, 1
2673081,  0.86,  4,  152, -11.90, 7980.08, -88.01, -1.99, -51.04, 0.35, -10.16, 0.35, 1
2674077,  0.85,  0,  150, -12.10, 7988.03, -93.00, 2.83, -79.85, -0.67, -13.49, -0.71, 1
2675074,  0.87,  5,  154, -16.30, 8110.08, -92.25, 0.13, 107.34, -0.04, -16.95, -0.67, 1
2676070,  0.87,  0,  154, -11.90, 7993.46, -98.77, 1.44, 157.00, -0.47, -18.55, -2.86, 1
2677066,  0.86,  2,  151, -11.80, 7998.31, -90.95, -4.00, 27.91, 0.82, -11.77, -0.20, 1
2678062,  0.83,  2,  146, -11.80, 8005.11, -107.86, -4.23, 109.62, 0.55, -7.06, -2.28, 1
2679058,  0.83,  3,  146, -12.10, 8015.80, -83.22, -1.41, -44.20, 0.20, -7.92, 0.94, 1
2680054,  0.84,  2,  148, -12.20, 8016.38, -92.73, 0.34, 177.15, -0.08, -13.14, -0.63, 1
2681050,  0.86,  4,  151, -12.00, 8011.33, -84.73, 7.78, -137.67, -2.75, -20.01, 1.84, 1
2682046,  0.86,  4,  152, -12.20, 8022.61, -100.78, -12.65, -86.56, 1.88, -8.24, -1.57, 1
2683042,  0.87,  2,  153, -12.40, 8029.04, -87.66, 3.07, -123.78, -0.82, -15.34, 0.63, 1
2684039,  0.86,  4,  152, -12.30, 8034.69, -86.09, 2.11, -36.16, -0.27, -7.45, 0.51, 1
2685035,  0.87,  4,  153, -12.80, 8049.13, -93.56, -3.78, 166.83, 0.67, -10.08, -0.63, 1
2686031,  0.88,  4,  156, -12.40, 8047.76, -95.50, -3.36, 41.16, 0.75, -12.63, -1.22, 1
2687027,  0.88,  2,  156, -12.80, 8054.60, -94.67, -0.75, 146.95, 0.16, -12.00, -0.98, 1
2688023,  0.86,  1,  152, -12.00, 8045.61, -89.47, 11.28, -143.21, -2.55, -12.79, 0.12, 1
2689019,  0.85,  3,  150, -12.10, 8053.62, -87.47, 2.87, 34.86, -0.67, -13.30, 0.59, 1
2690015,  0.86,  4,  152, -12.50, 8062.81, -104.74, -3.64, 46.30, 0.59, -8.94, -2.35, 1
2691011,  0.86,  1,  151, -15.60, 8153.46, -93.38, 0.63, 82.81, -0.12, -10.63, -0.63, 1
2692007,  0.86,  3,  152, -12.70, 8076.51, -105.28, 6.38, -99.61, -1.77, -15.22, -4.16, 1
2693003,  0.87,  2,  153, -17.20, 8206.81, -95.69, 3.02, 100.71, -0.67, -12.59, -1.26, 1
2694000,  0.90,  7,  158, -12.60, 8088.08, -94.03, -11.90, 22.20, 1.77, -8.36, -0.59, 1
2694996,  0.87,  1,  154, -14.50, 8121.30, -92.39, 2.22, 162.39, -0.51, -13.14, -0.55, 1
2695992,  0.88,  4,  156, -25.70, 8397.13, -90.17, 1.73, 152.73, -0.39, -13.02, -0.04, 1
2696988,  0.90,  5,  159, -13.20, 8110.47, -95.02, -10.34, 34.91, 1.96, -10.71, -0.94, 1
2697984,  0.90,  1,  158, -14.00, 8182.77, -90.59, 0.15, 177.10, -0.04, -15.30, -0.16, 1
2698980,  0.88,  1,  156, -13.20, 8128.19, -92.52, -1.57, -38.39, 0.20, -7.14, -0.31, 1
2699976,  0.88,  3,  155, -16.00, 8217.96, -95.35, -1.00, 113.36, 0.12, -6.71, -0.63, 1
2700972,  0.87,  0,  153, -13.00, 8138.45, -96.01, -0.25, -123.77, 0.04, -8.94, -0.94, 1
2701969,  0.86,  2,  151, -12.70, 8131.15, -109.74, 2.80, 4.80, -0.75, -14.32, -5.14, 1
2702973,  0.87,  4,  154, -60.40, 8132.34, -95.80, 3.78, -163.28, -1.26, -18.91, -1.92, 1
2703961,  0.86,  1,  151, -12.70, 8149.51, -99.20, 12.31, -15.02, -3.37, -15.26, -2.47, 1
2704957,  0.84,  1,  149, -13.10, 8159.99, -91.91, 9.46, -63.38, -3.33, -20.01, -0.67, 1
2705953,  0.86,  3,  151, -13.30, 8169.89, -123.62, 9.89, -95.65, -1.57, -7.49, -4.98, 1
2706949,  0.84,  2,  149, -12.90, 8159.99, -118.18, 3.60, 68.55, -0.71, -9.89, -5.30, 1
2707945,  0.87,  7,  154, -13.20, 8174.84, -89.04, -7.34, -22.81, 1.80, -14.00, 0.24, 1
2708941,  0.88,  2,  155, -12.90, 8172.86, -88.97, 1.54, 29.59, -0.47, -17.46, 0.31, 1
2709937,  0.91,  7,  160, -13.50, 8184.95, -97.43, -2.80, -0.58, 0.67, -13.53, -1.77, 1
2710934,  0.89,  1,  157, -12.90, 8186.74, -113.73, -0.41, 25.65, 0.08, -10.08, -4.43, 1
2711930,  0.88,  2,  156, -13.20, 8200.25, -88.15, 9.39, -147.17, -1.80, -10.90, 0.35, 1
2712926,  0.90,  3,  159, -22.60, 8786.48, -89.89, 7.04, 165.12, -2.47, -20.01, 0.04, 1
2713922,  0.90,  1,  159, -12.90, 8204.42, -94.37, -1.46, -4.63, 0.51, -20.01, -1.53, 1
2714918,  0.90,  4,  158, -13.10, 8214.97, -103.52, 5.86, -120.01, -0.98, -9.30, -2.24, 1
2715914,  0.91,  4,  160, -13.10, 8218.95, -89.01, -14.50, -21.71, 1.18, -4.55, 0.08, 1
2716910,  0.92,  4,  162, -16.60, 8315.53, -95.78, -9.93, 72.54, 2.86, -16.28, -1.65, 1
2717906,  0.93,  3,  164, -13.50, 8237.90, -91.72, 5.68, 139.41, -1.69, -16.95, -0.51, 1
2718902,  0.94,  5,  166, -13.30, 8238.90, -90.47, -3.75, -61.81, 0.63, -9.57, -0.08, 1
2719899,  0.95,  5,  167, -16.00, 8309.69, -100.26, 4.82, 132.86, -0.71, -8.24, -1.49, 1
2720895,  0.95,  2,  167, -13.20, 8250.09, -86.42, 6.03, -66.89, -0.86, -8.16, 0.51, 1
2721891,  0.94,  3,  165, -13.10, 8250.49, -94.37, 0.32, -29.00, -0.08, -13.85, -1.06, 1
2722887,  0.94,  3,  166, -14.10, 8267.91, -93.33, -2.06, -149.60, 0.71, -19.57, -1.14, 1
2723883,  0.94,  2,  165, -13.50, 8263.30, -94.45, 10.01, -63.38, -3.22, -18.16, -1.41, 1
2724879,  0.96,  5,  169, -19.20, 8407.51, -94.82, 1.72, 20.46, -0.20, -6.51, -0.55, 1
2725875,  0.98,  5,  172, -17.00, 8346.01, -119.46, -15.60, 97.68, 1.65, -5.14, -2.90, 1
2726871,  0.99,  3,  174, -13.10, 8283.55, -87.53, 6.37, -167.38, -2.24, -20.01, 0.86, 1
2727868,  0.98,  0,  173, -13.40, 8282.55, -93.38, -0.00, -11.01, 0.00, -14.59, -0.86, 1
2728864,  0.99,  4,  174, -12.10, 8268.71, -81.87, 11.26, 26.80, -1.49, -7.41, 1.06, 1
2729860,  0.98,  0,  172, -18.60, 8472.34, -99.15, -0.80, 114.59, 0.12, -8.28, -1.33, 1
2730856,  0.96,  2,  170, -13.10, 8300.03, -98.56, 7.30, -72.91, -1.69, -13.02, -1.96, 1
2731852,  0.96,  2,  170, -13.10, 8304.86, -101.79, 4.01, -152.07, -0.90, -12.59, -2.63, 1
2732848,  0.95,  1,  167, -13.30, 8313.51, -86.07, -0.11, -118.38, 0.04, -20.01, 1.37, 1
2733850,  0.95,  1,  168, -13.40, 8316.74, -93.38, -6.43, -21.36, 0.82, -7.30, -0.43, 1
2734840,  0.94,  3,  166, -17.40, 8403.03, -127.49, -6.16, 109.05, 0.55, -4.04, -3.10, 1
2735837,  0.96,  4,  170, -26.70, 8697.23, -96.67, -0.21, 88.02, 0.04, -10.40, -1.22, 1
2736833,  0.97,  3,  171, -13.10, 8320.17, -86.41, 8.35, -141.80, -2.94, -20.01, 1.26, 1
2737829,  0.99,  5,  174, -13.30, 8330.66, -90.67, 8.59, 19.53, -3.02, -20.01, -0.24, 1
2738825,  0.99,  4,  175, -13.50, 8336.11, -85.99, 5.75, 37.46, -0.90, -8.94, 0.63, 1
2739821,  0.99,  1,  174, -14.60, 8347.23, -101.86, -1.24, -12.75, 0.16, -7.10, -1.49, 1
2740817,  0.98,  2,  172, -13.50, 8344.19, -99.02, 3.21, 85.40, -1.14, -20.01, -3.18, 1
2741813,  0.98,  5,  173, -13.60, 8355.73, -95.27, -0.67, -33.90, 0.24, -20.01, -1.84, 1
2742809,  0.98,  2,  173, -14.00, 8367.68, -80.28, 9.89, -71.60, -1.26, -7.10, 1.22, 1
2743806,  0.97,  2,  171, -24.70, 8692.18, -83.42, 6.53, 119.65, -1.45, -12.59, 1.45, 1
2744802,  0.98,  6,  173, -15.80, 8418.11, -105.44, -4.57, 120.58, 0.59, -7.10, -1.96, 1
2745798,  0.97,  2,  171, -14.00, 8379.04, -89.34, -7.52, -26.64, 2.24, -16.95, 0.20, 1
2746794,  0.99,  6,  175, -13.80, 8380.06, -95.93, 1.38, 165.20, -0.39, -16.24, -1.69, 1
2747790,  1.00,  3,  177, -17.60, 8481.58, -89.43, -3.15, 68.53, 0.43, -7.85, 0.08, 1
2748794,  1.00,  3,  177, -15.50, 8452.86, -105.71, -10.65, 57.20, 0.98, -5.02, -1.41, 1
2749782,  1.00,  3,  176, -15.10, 8433.22, -96.61, 4.01, 176.44, -0.98, -13.89, -1.61, 1
2750778,  1.00,  1,  176, -31.50, 8520.51, -83.51, 2.68, 77.85, -0.94, -20.01, 2.28, 1
2751775,  0.98,  0,  173, -13.80, 8411.18, -111.61, 6.84, 67.85, -1.61, -12.47, -4.94, 1
2752771,  0.99,  3,  174, -15.70, 8455.11, -95.99, -3.98, -176.15, 0.39, -5.61, -0.59, 1
2753767,  0.96,  3,  170, -14.30, 8436.08, -81.29, -1.60, -100.63, 0.27, -9.73, 1.49, 1
2754763,  0.98,  4,  173, -14.10, 8427.71, -112.29, 2.73, -175.07, -0.86, -16.75, -6.86, 1
2755759,  0.96,  0,  169, -22.60, 8634.42, -87.75, 6.04, 174.87, -2.12, -20.01, 0.78, 1
2756755,  0.94,  1,  165, -14.70, 8448.15, -103.19, 2.40, 39.70, -0.35, -8.20, -1.92, 1
2757751,  0.94,  2,  166, -14.00, 8444.06, -83.38, 5.13, -17.36, -0.55, -6.08, 0.71, 1
2758747,  0.94,  1,  166, -14.20, 8454.09, -90.91, -0.91, -65.57, 0.24, -14.83, -0.24, 1
2759744,  0.95,  4,  167, -14.40, 8458.39, -90.67, -2.69, 36.79, 0.94, -20.01, -0.24, 1
2760740,  0.99,  7,  174, -14.10, 8459.42, -93.17, -2.31, -24.87, 0.75, -18.44, -1.02, 1
2761736,  0.98,  1,  173, -14.00, 8455.93, -110.61, 4.28, 137.71, -0.39, -4.90, -1.84, 1
2762732,  0.99,  6,  175, -17.40, 8532.50, -131.61, 2.15, 105.23, -0.35, -7.02, -6.24, 1
2763728,  0.99,  1,  175, -14.20, 8477.06, -101.12, -2.29, 91.19, 0.67, -16.36, -3.22, 1
2764724,  1.00,  3,  177, -14.60, 8479.53, -89.66, -3.48, 5.61, 1.22, -20.01, 0.12, 1
2765730,  1.00,  2,  176, -18.40, 8594.34, -93.15, -5.42, 127.58, 0.75, -7.85, -0.43, 1
2766716,  1.02,  6,  180, -14.20, 8487.13, -104.12, 2.73, 178.55, -0.31, -6.39, -1.61, 1
2767713,  1.00,  4,  177, -14.10, 8496.39, -92.39, 0.66, -178.59, -0.20, -16.95, -0.71, 1
2768709,  1.03,  7,  182, -14.00, 8493.92, -89.55, -4.71, -79.86, 1.65, -20.01, 0.16, 1
2769705,  1.01,  3,  178, -14.30, 8506.90, -89.45, -7.11, -90.59, 2.04, -16.36, 0.16, 1
2770701,  1.01,  1,  178, -14.80, 8519.07, -93.13, -5.61, -123.43, 0.71, -7.18, -0.39, 1
2771697,  1.01,  2,  178, -19.00, 8618.95, -87.50, 4.74, 97.35, -0.75, -8.98, 0.39, 1
2772693,  1.01,  3,  178, -14.50, 8519.28, -95.28, -0.96, 23.50, 0.31, -18.67, -1.73, 1
2773689,  1.03,  4,  181, -14.60, 8524.23, -88.76, 0.12, -36.62, -0.04, -18.08, 0.39, 1
2774686,  1.01,  1,  178, -18.10, 8639.45, -91.52, 9.66, 124.85, -2.51, -14.75, -0.39, 1
2775682,  1.00,  3,  177, -14.70, 8538.29, -109.82, 6.00, 48.19, -0.86, -7.73, -2.79, 1
2776678,  0.99,  2,  175, -17.10, 8602.67, -102.57, 2.41, 155.50, -0.24, -5.45, -1.22, 1
2777674,  1.01,  6,  178, -15.10, 8566.06, -93.69, 3.68, 146.56, -1.02, -15.81, -1.02, 1
2778670,  0.99,  2,  175, -13.90, 8551.54, -109.27, 4.06, 63.81, -0.67, -8.87, -3.10, 1
2779666,  0.96,  0,  170, -18.10, 8657.06, -97.80, 11.24, 131.04, -2.47, -12.32, -1.69, 1
2780662,  0.96,  2,  170, -15.10, 8571.67, -101.98, 19.58, -156.80, -1.41, -3.88, -0.82, 1
2781659,  0.96,  3,  170, -16.40, 8618.12, -94.93, -6.80, 63.16, 2.39, -20.01, -1.73, 1
2782655,  0.96,  2,  169, -14.60, 8575.82, -87.98, -1.91, 1.61, 0.67, -20.01, 0.71, 1
2783651,  0.96,  2,  169, -18.20, 8686.91, -113.27, -8.88, 75.32, 0.67, -3.92, -1.69, 1
2784647,  0.96,  5,  169, -18.30, 8690.70, -100.30, 3.20, 105.57, -0.39, -6.90, -1.26, 1
2785643,  0.94,  2,  166, -14.50, 8631.91, -88.94, 7.79, 20.86, -2.04, -14.91, 0.27, 1
2786639,  0.94,  2,  165, -15.00, 8598.71, -87.08, 4.37, 171.55, -1.53, -20.01, 1.02, 1
2787635,  0.96,  4,  169, -14.40, 8590.17, -87.14, 1.14, 69.34, -0.31, -15.73, 0.78, 1
2788632,  0.96,  4,  169, -15.10, 8616.65, -93.67, -1.53, -55.54, 0.20, -7.34, -0.47, 1
2789628,  0.98,  4,  173, -14.80, 8608.51, -99.94, -4.64, 132.00, 0.63, -7.61, -1.33, 1
2790631,  0.98,  2,  173, -14.90, 8616.45, -86.75, 12.90, -158.37, -4.59, -20.01, 1.14, 1
2791620,  0.99,  3,  174, -16.60, 8660.83, -111.80, 9.40, 44.05, -2.59, -14.51, -5.81, 1
2792616,  1.02,  6,  179, -15.60, 8638.61, -123.18, 5.31, -6.16, -1.37, -12.36, -8.08, 1
2793612,  1.01,  0,  178, -18.40, 8722.79, -128.58, -0.00, 134.87, 0.00, -3.49, -2.79, 1
2794608,  1.00,  2,  177, -15.60, 8647.20, -113.79, 10.57, 156.22, -1.22, -5.96, -2.63, 1
2795604,  0.99,  1,  174, -15.20, 8639.66, -86.89, 4.34, -33.47, -1.10, -14.44, 0.78, 1
2796601,  0.99,  3,  174, -14.90, 8643.64, -90.45, 5.60, -103.89, -1.96, -20.01, -0.16, 1
2797597,  0.99,  6,  175, -15.00, 8655.59, -103.15, 6.65, -69.97, -1.65, -13.77, -3.22, 1
2798593,  0.99,  4,  175, -15.10, 8656.01, -85.38, 3.01, -59.10, -0.67, -12.63, 1.02, 1
2799589,  1.00,  2,  176, -15.20, 8673.02, -82.49, 4.89, -44.65, -0.75, -8.63, 1.14, 1
2800585,  0.99,  1,  175, -15.90, 8684.38, -86.47, -2.98, -110.22, 0.43, -8.28, 0.51, 1
2801581,  0.98,  3,  173, -16.50, 8718.56, -93.32, -0.58, 169.37, 0.16, -15.57, -0.90, 1
2802579,  0.99,  3,  174, -15.50, 8680.59, -90.22, -1.46, 90.71, 0.51, -20.01, -0.08, 1
2803574,  1.00,  5,  177, -15.80, 8690.07, -96.06, -2.07, -140.24, 0.51, -14.04, -1.49, 1
2804570,  1.00,  5,  176, -15.60, 8697.87, -97.35, 0.46, -97.26, -0.08, -9.73, -1.26, 1
2805566,  1.03,  7,  181, -15.80, 8708.00, -100.20, -0.00, -117.15, 0.00, -7.41, -1.33, 1
2806562,  1.04,  8,  183, -19.70, 8806.96, -95.67, -0.00, 173.03, 0.00, -11.85, -1.18, 1
2807558,  1.03,  1,  181, -16.10, 8715.18, -98.38, -3.07, 1.61, 0.82, -15.18, -2.24, 1
2808564,  1.02,  2,  180, -15.30, 8705.67, -87.46, 7.58, -150.12, -2.24, -16.79, 0.75, 1
2809550,  1.00,  0,  177, -15.80, 8721.31, -92.87, -1.12, 0.39, 0.27, -14.08, -0.71, 1
2810547,  1.02,  3,  179, -24.00, 8990.13, -86.61, 6.74, 13.14, -0.78, -6.63, 0.39, 1
2811543,  1.04,  5,  184, -15.70, 8740.15, -94.58, 7.32, -146.45, -1.45, -11.26, -0.90, 1
2812539,  1.06,  6,  187, -15.50, 8735.70, -88.94, 0.15, -89.41, -0.04, -14.87, 0.27, 1
2813535,  1.08,  6,  190, -16.20, 8817.44, -98.70, -1.89, 51.38, 0.67, -20.01, -3.06, 1
2814531,  1.08,  4,  190, -16.10, 8749.69, -97.26, -11.75, -49.82, 2.20, -10.47, -1.33, 1
2815527,  1.10,  4,  194, -15.70, 8749.27, -89.16, 21.17, 43.93, -3.10, -8.00, 0.12, 1
2816524,  1.11,  3,  196, -15.40, 8744.18, -90.18, 3.47, 44.35, -0.75, -12.28, -0.04, 1
2817520,  1.13,  5,  199, -15.80, 8763.07, -98.37, -0.57, -96.97, 0.12, -11.73, -1.73, 1
2818516,  1.12,  0,  198, -15.40, 8763.28, -91.67, 7.94, -166.87, -1.69, -12.08, -0.35, 1
2819512,  1.14,  6,  200, -15.80, 8776.89, -88.69, -5.53, -170.29, 1.33, -13.77, 0.31, 1
2820508,  1.10,  1,  194, -15.20, 8773.49, -92.90, 7.09, 46.57, -1.26, -10.08, -0.51, 1
2821505,  1.11,  2,  195, -15.60, 8777.11, -93.76, 2.07, 28.55, -0.43, -11.92, -0.78, 1
2822500,  1.10,  5,  194, -16.10, 8788.18, -87.76, 5.57, -119.64, -0.98, -10.04, 0.39, 1
2823497,  1.12,  4,  197, -15.70, 8788.82, -85.49, 4.50, 169.90, -1.41, -17.89, 1.41, 1
2824493,  1.12,  4,  198, -19.30, 8950.69, -90.00, 4.37, 163.31, -1.53, -20.01, 0.00, 1
2825489,  1.13,  3,  199, -16.00, 8810.60, -89.31, 2.89, -65.80, -0.82, -16.32, 0.20, 1
2826485,  1.10,  1,  194, -20.60, 8971.15, -92.88, -2.03, 54.22, 0.47, -13.26, -0.67, 1
2827481,  1.10,  4,  194, -15.70, 8804.83, -89.79, -0.21, 137.55, 0.04, -10.79, 0.04, 1
2828477,  1.08,  3,  190, -15.70, 8814.02, -87.57, 8.21, -128.52, -2.67, -18.48, 0.78, 1
2829474,  1.08,  3,  190, -15.90, 8818.72, -98.56, -1.02, 66.53, 0.24, -13.02, -1.96, 1
2830478,  1.11,  6,  195, -16.20, 8833.28, -93.52, -1.45, -17.62, 0.27, -10.83, -0.67, 1
2831466,  1.11,  3,  196, -16.10, 8830.71, -94.71, -10.19, 13.23, 1.37, -7.61, -0.63, 1
2832462,  1.11,  3,  196, -18.70, 8926.82, -94.10, 2.16, 146.67, -0.39, -10.40, -0.75, 1
2833458,  1.10,  1,  193, -16.20, 8836.28, -90.34, 1.01, 97.29, -0.35, -20.01, -0.12, 1
2834454,  1.10,  2,  194, -16.60, 8851.30, -89.44, 1.57, 178.43, -0.55, -20.01, 0.20, 1
2835450,  1.10,  3,  194, -20.30, 8971.37, -99.18, -9.95, 119.16, 3.45, -19.42, -3.14, 1
2836447,  1.11,  3,  195, -24.20, 9066.70, -100.37, 16.99, 91.69, -2.86, -9.22, -1.69, 1
2837443,  1.10,  5,  194, -20.60, 8981.62, -133.05, -2.97, 82.89, 0.55, -7.73, -7.22, 1
2838439,  1.10,  1,  193, -16.10, 8861.62, -84.94, 5.16, -61.63, -1.61, -17.73, 1.57, 1
2839435,  1.11,  3,  196, -16.90, 8874.53, -92.68, 6.41, 106.53, -1.41, -12.55, -0.59, 1
2840431,  1.12,  3,  197, -19.40, 8977.47, -114.59, -2.21, 157.08, 0.39, -9.26, -4.24, 1
2841427,  1.13,  5,  199, -16.80, 8894.37, -108.28, 50.66, 174.12, -11.14, -8.67, -2.86, 1
2842424,  1.14,  4,  201, -18.60, 8956.35, -99.58, 4.88, 170.83, -0.78, -9.06, -1.53, 1
2843420,  1.16,  5,  204, -16.30, 8894.59, -93.80, 12.36, 151.33, -2.98, -13.57, -0.90, 1
2844416,  1.16,  6,  205, -19.40, 8985.76, -93.80, -5.30, 81.12, 1.65, -17.73, -1.18, 1
2845412,  1.19,  6,  209, -15.90, 8895.67, -86.52, 0.45, -150.67, -0.16, -20.01, 1.22, 1
2846408,  1.20,  4,  211, -16.00, 8903.44, -90.00, -3.63, -8.75, 0.90, -14.24, 0.00, 1
2847404,  1.19,  3,  210, -16.90, 8932.89, -86.80, -4.15, -16.90, 0.51, -7.02, 0.39, 1
2848401,  1.20,  6,  212, -16.60, 8929.20, -92.75, -16.58, -41.92, 1.22, -4.08, -0.20, 1
2849397,  1.20,  3,  211, -16.70, 8931.15, -89.78, 4.04, 116.50, -1.41, -20.01, 0.08, 1
2850393,  1.20,  3,  212, -16.90, 8940.27, -108.05, 4.22, 97.95, -1.37, -17.69, -5.77, 1
2851389,  1.20,  2,  211, -18.10, 8966.14, -88.29, 5.47, 40.35, -1.26, -13.10, 0.39, 1
2852385,  1.17,  2,  207, -17.30, 8959.61, -103.51, 0.97, -167.67, -0.16, -8.98, -2.16, 1
2853381,  1.20,  4,  211, -16.50, 8947.43, -107.68, 1.19, -11.11, -0.24, -10.83, -3.45, 1
2854377,  1.19,  1,  210, -16.50, 8951.13, -86.62, -0.75, -91.84, 0.16, -11.96, 0.71, 1
2855374,  1.20,  2,  211, -25.10, 9239.09, -98.95, 4.31, 156.26, -1.26, -16.44, -2.59, 1
2856370,  1.21,  6,  214, -17.30, 8975.95, -94.56, -7.32, -45.80, 1.65, -12.79, -1.02, 1
2857366,  1.21,  5,  213, -16.60, 8967.88, -91.41, -3.33, 47.36, 0.75, -12.79, -0.31, 1
2858362,  1.21,  5,  214, -16.70, 8968.54, -92.64, 2.07, 109.82, -0.43, -11.92, -0.55, 1
2859358,  1.21,  2,  214, -17.10, 8981.83, -86.20, 6.14, -85.79, -1.02, -9.45, 0.63, 1
2860354,  1.24,  6,  219, -18.10, 9006.96, -91.67, -0.67, 96.07, 0.08, -6.75, -0.20, 1
2861351,  1.27,  8,  224, -17.20, 8993.62, -97.51, 1.74, 64.40, -0.39, -12.79, -1.69, 1
2862347,  1.27,  3,  224, -17.20, 8995.37, -87.92, 0.69, -11.43, -0.08, -6.47, 0.24, 1
2863343,  1.25,  1,  220, -17.10, 9000.18, -90.31, -2.50, 38.92, 0.63, -14.36, -0.08, 1
2864339,  1.23,  1,  216, -17.20, 9007.40, -90.88, 4.18, 175.44, -0.75, -10.20, -0.16, 1
2865335,  1.19,  1,  210, -16.90, 9006.09, -88.28, 1.72, -74.53, -0.35, -11.73, 0.35, 1
2866331,  1.17,  5,  207, -17.10, 9007.62, -90.34, -0.68, 58.33, 0.16, -13.18, -0.08, 1
2867328,  1.20,  5,  211, -17.20, 9013.75, -91.38, -0.69, -171.21, 0.16, -12.98, -0.31, 1
2868324,  1.22,  6,  215, -17.80, 9030.41, -89.46, 1.80, 127.06, -0.39, -12.51, 0.12, 1
2869320,  1.24,  4,  219, -17.40, 9032.39, -96.00, 5.97, -160.82, -1.37, -13.06, -1.37, 1
2870316,  1.24,  2,  218, -17.40, 9029.97, -90.23, -6.07, 39.28, 1.06, -9.96, -0.04, 1
2871315,  1.22,  2,  215, -19.30, 9072.21, -90.00, -2.04, -166.09, 0.39, -11.02, 0.00, 1
2872308,  1.20,  3,  212, -17.40, 9043.15, -87.24, 1.47, -76.20, -0.31, -12.20, 0.59, 1
2873305,  1.19,  4,  210, -17.60, 9047.33, -96.45, -6.16, 98.09, 0.94, -8.67, -0.98, 1
2874301,  1.21,  7,  213, -17.60, 9051.50, -96.81, -2.86, 118.18, 0.31, -6.24, -0.75, 1
2875297,  1.21,  4,  213, -18.10, 9090.98, -95.90, -7.39, 44.59, 0.94, -7.22, -0.75, 1
2876293,  1.21,  4,  214, -17.90, 9066.70, -89.74, 5.61, -144.57, -0.86, -8.79, 0.04, 1
2877289,  1.21,  4,  213, -26.80, 9422.05, -100.97, -0.53, 155.46, 0.12, -12.55, -2.43, 1
