_RAJ2000	_DEJ2000	recno	RAJ2000	DEJ2000	e_RAJ2000	e_DEJ2000	Field	nobs	mobs	B-V	e_B-V	Vmag	e_Vmag	Bmag	e_Bmag	g'mag	e_g'mag	r'mag	e_r'mag	i'mag	e_i'mag
301.65660700	+44.50752200	14246120	301.656607	+44.507522	0.642	0.397	20122054	5	20	0.721	0.064	13.629	0.056	14.350	0.030	13.922	0.048	13.371	0.066	13.139	0.019
301.66736500	+44.53182700	14246121	301.667365	+44.531827	0.747	0.791	20122054	3	11	0.624	0.045	15.829	0.044	16.453	0.011	16.102	0.044	15.541	0.024	15.299	0.000
301.68431300	+44.50673100	14246122	301.684313	+44.506731	0.756	0.933	20122054	3	6	0.888	0.083	15.837	0.036	16.726	0.075						
301.58987500	+44.47601300	14246123	301.589875	+44.476013	0.672	1.012	20122054	4	12	1.754	0.138	15.815	0.050	17.569	0.128	16.610	0.081	15.149	0.023	14.420	0.057
301.59858200	+44.46062600	14246124	301.598582	+44.460626	0.631	0.311	20122054	5	24	1.178	0.047	11.698	0.033	12.876	0.034	12.233	0.049	11.334	0.045	10.993	0.019
301.60653200	+44.47663200	14246125	301.606532	+44.476632	0.453	0.808	20122054	2	5							17.378	0.072	15.733	0.015	14.856	0.000
301.61811500	+44.47251800	14246126	301.618115	+44.472518	0.957	0.684	20122054	4	18	0.826	0.393	15.489	0.236	16.315	0.314	15.777	0.218	15.133	0.196	14.848	0.167
301.60268000	+44.50476900	14246127	301.602680	+44.504769	0.995	1.019	20122054	4	8	0.705	0.000	13.993	0.000	14.698	0.000	14.283	0.056	13.836	0.067	13.560	0.218
301.60519800	+44.49096300	14246128	301.605198	+44.490963	0.492	0.547	20122054	4	15	0.622	0.086	15.464	0.044	16.086	0.074	15.753	0.032	15.246	0.044	15.156	0.000
301.63011000	+44.48763700	14246129	301.630110	+44.487637	0.863	0.493	20122054	4	22	0.812	0.059	15.118	0.037	15.930	0.047	15.483	0.044	14.790	0.063	14.496	0.038
301.55532000	+44.50159600	14246130	301.555320	+44.501596	0.639	0.415	20122054	4	20	0.621	0.057	14.488	0.044	15.109	0.037	14.739	0.047	14.300	0.066	14.121	0.012
301.57156400	+44.53239400	14246131	301.571564	+44.532394	0.467	0.342	20122054	4	14	0.729	0.083	15.078	0.033	15.806	0.077	15.377	0.039	14.798	0.012		
301.58853500	+44.51500600	14246132	301.588535	+44.515006	0.519	0.326	20122054	5	23	0.481	0.067	12.789	0.050	13.270	0.044	12.979	0.046	12.648	0.049	12.463	0.012
301.59838600	+44.51564300	14246133	301.598386	+44.515643	0.554	0.282	20122054	3	11	1.008	0.030	14.631	0.021	15.640	0.021	15.065	0.045	14.271	0.020	13.962	0.000
301.62027900	+44.52068600	14246134	301.620279	+44.520686	0.999	0.986	20122054	2	7	1.120	0.128	16.443	0.000	17.563	0.128	16.925	0.057	15.971	0.093	15.435	0.000
301.63582200	+44.50617400	14246135	301.635822	+44.506174	1.122	0.670	20122054	2	4	0.822	0.185	16.712	0.090	17.534	0.162						
301.63960400	+44.51453700	14246136	301.639604	+44.514537	0.915	0.801	20122054	2	4	1.004	0.127	16.541	0.000	17.546	0.127	17.059	0.000	16.260	0.000		
301.65556300	+44.54690000	14246137	301.655563	+44.546900	0.859	0.594	20122054	2	6	1.236	0.164	16.573	0.000	17.808	0.164	17.124	0.016	16.139	0.008		
301.65613300	+44.53141300	14246138	301.656133	+44.531413	0.633	0.402	20122054	4	16	1.622	0.081	14.540	0.037	16.162	0.071	15.335	0.068	13.955	0.035	13.299	0.021
301.66677100	+44.54456000	14246139	301.666771	+44.544560	0.729	0.544	20122054	4	15	0.889	0.088	15.797	0.056	16.685	0.068	16.194	0.013	15.513	0.031	15.248	0.000
301.59665300	+44.56939600	14246140	301.596653	+44.569396	0.715	0.642	20122054	4	14	1.501	0.069	15.707	0.027	17.208	0.063	16.382	0.096	15.006	0.039	14.307	0.043
301.59821700	+44.55467300	14246141	301.598217	+44.554673	0.488	0.530	20122054	5	19	0.691	0.067	13.371	0.041	14.062	0.054	13.658	0.049	13.160	0.033	12.970	0.010
301.60124800	+44.54287400	14246142	301.601248	+44.542874	0.592	0.399	20122054	4	19	0.487	0.069	14.433	0.037	14.920	0.059	14.611	0.047	14.279	0.036	14.127	0.020
301.60821300	+44.57351700	14246143	301.608213	+44.573517	0.815	0.642	20122054	4	12	1.683	0.101	15.561	0.082	17.244	0.059	16.433	0.146	14.915	0.043	14.288	0.043
301.62142800	+44.56829600	14246144	301.621428	+44.568296	0.672	0.472	20122054	2	4	0.695	0.195	16.220	0.115	16.915	0.158						
301.63162600	+44.57904700	14246145	301.631626	+44.579047	0.582	0.848	20122054	4	12	0.848	0.053	15.321	0.034	16.169	0.041	15.686	0.040	15.061	0.010		
301.83374300	+44.41785100	14246146	301.833743	+44.417851	0.770	0.539	20122054	4	13	0.441	0.077	14.428	0.068	14.869	0.036	14.613	0.000	14.324	0.015	14.231	0.000
301.85384300	+44.47171700	14246147	301.853843	+44.471717	0.803	0.529	20122054	4	13	0.646	0.095	14.719	0.067	15.365	0.067	15.031	0.038	14.510	0.006	14.280	0.000
301.85880400	+44.46036900	14246148	301.858804	+44.460369	0.969	0.628	20122054	2	5							17.080	0.036	15.224	0.023	14.204	0.000
301.86435200	+44.44365700	14246149	301.864352	+44.443657	0.758	0.703	20122054	4	20	0.710	0.040	15.085	0.030	15.795	0.026	15.380	0.053	14.839	0.087	14.521	0.008
301.81230500	+44.44693100	14246150	301.812305	+44.446931	0.986	0.772	20122054	4	14	0.749	0.113	15.987	0.084	16.737	0.075	16.324	0.046	15.715	0.052	15.192	0.000
301.81608200	+44.43313800	14246151	301.816082	+44.433138	1.180	0.351	20122054	4	11	1.045	0.063	15.242	0.029	16.287	0.056	15.776	0.000	14.885	0.000	14.473	0.000
301.83121400	+44.44231400	14246152	301.831214	+44.442314	0.894	0.569	20122054	4	11	0.635	0.047	14.682	0.044	15.317	0.015	14.975	0.000	14.488	0.000	14.295	0.000
301.81302100	+44.47300300	14246153	301.813021	+44.473003	1.011	0.441	20122054	5	16	0.465	0.064	13.221	0.053	13.686	0.036	13.437	0.000	13.102	0.000	12.948	0.000
301.83575900	+44.45200000	14246154	301.835759	+44.452000	0.996	0.391	20122054	3	11	0.761	0.033	15.357	0.026	16.117	0.020	15.714	0.056	15.080	0.034	14.804	0.000
301.87144100	+44.49374700	14246155	301.871441	+44.493747	0.950	0.641	20122054	3	11	1.345	0.080	16.074	0.013	17.419	0.079	16.820	0.042	15.549	0.015	14.940	0.000
301.87930300	+44.47107300	14246156	301.879303	+44.471073	0.848	0.614	20122054	3	13	0.764	0.054	15.320	0.039	16.084	0.038	15.676	0.025	15.063	0.033	14.799	0.000
301.91016000	+44.49806400	14246157	301.910160	+44.498064	0.702	1.539	20122054	2	4	1.234	0.125	16.387	0.014	17.621	0.124						
301.83440200	+44.51324000	14246158	301.834402	+44.513240	1.017	0.516	20122054	4	15	0.711	0.033	14.825	0.023	15.536	0.023	15.186	0.025	14.588	0.006	14.243	0.000
301.83709400	+44.49980100	14246159	301.837094	+44.499801	0.651	0.815	20122054	3	12	1.013	0.087	15.837	0.029	16.850	0.082	16.307	0.072	15.464	0.094		
301.84853300	+44.50057600	14246160	301.848533	+44.500576	0.934	0.683	20122054	3	10	0.786	0.146	15.640	0.058	16.425	0.134	15.987	0.070	15.445	0.122		
301.84888600	+44.53317600	14246161	301.848886	+44.533176	0.649	0.633	20122054	2	7	0.797	0.066	15.553	0.056	16.350	0.036	15.929	0.000	15.369	0.000	15.058	0.000
301.85592900	+44.52708800	14246162	301.855929	+44.527088	1.185	0.340	20122054	3	11	0.715	0.059	14.862	0.019	15.577	0.056	15.196	0.025	14.639	0.000	14.352	0.000
301.86568400	+44.52435500	14246163	301.865684	+44.524355	1.145	0.421	20122054	3	11	0.517	0.031	14.275	0.017	14.792	0.026	14.496	0.022	14.073	0.018	13.911	0.000
301.76979600	+44.48434700	14246164	301.769796	+44.484347	1.086	0.919	20122054	3	8	0.834	0.116	16.531	0.112	17.365	0.032	16.919	0.087	16.270	0.165		
301.77943200	+44.47548600	14246165	301.779432	+44.475486	0.860	0.474	20122054	4	18	0.865	0.052	14.980	0.044	15.845	0.027	15.354	0.056	14.707	0.033	14.454	0.042
301.78970000	+44.45397800	14246166	301.789700	+44.453978	0.539	0.676	20122054	3	9	0.977	0.086	15.615	0.061	16.592	0.062	16.091	0.000	15.412	0.000	14.997	0.000
301.80520400	+44.48784000	14246167	301.805204	+44.487840	0.882	0.425	20122054	4	11	0.921	0.072	14.687	0.037	15.608	0.061	15.184	0.000	14.396	0.000	14.041	0.000
301.74084400	+44.49954300	14246168	301.740844	+44.499543	0.737	0.568	20122054	4	12	0.986	0.047	15.743	0.028	16.729	0.038	16.256	0.085	15.360	0.056	14.757	0.034
301.76440800	+44.53889100	14246169	301.764408	+44.538891	0.719	0.454	20122054	4	13	0.774	0.063	15.224	0.041	15.997	0.048	15.605	0.030	14.934	0.059	14.693	0.000
301.76701700	+44.51273000	14246170	301.767017	+44.512730	0.826	0.517	20122054	4	13	1.018	0.077	14.721	0.039	15.739	0.067	15.197	0.041	14.375	0.028	14.027	0.000
301.78211300	+44.51182800	14246171	301.782113	+44.511828	0.702	0.376	20122054	4	13	0.891	0.040	14.311	0.038	15.202	0.010	14.735	0.032	14.022	0.024	13.739	0.000
301.78533300	+44.52724300	14246172	301.785333	+44.527243	0.897	0.448	20122054	5	15	0.520	0.065	13.604	0.051	14.124	0.041	13.860	0.006	13.430	0.023	13.260	0.000
301.82095700	+44.50348400	14246173	301.820957	+44.503484	1.017	0.982	20122054	2	4	0.712	0.000	16.507	0.000	17.219	0.000	16.727	0.044	16.159	0.000		
301.82239600	+44.52970300	14246174	301.822396	+44.529703	0.925	0.608	20122054	2	6	0.792	0.137	16.330	0.008	17.122	0.136	16.625	0.000	16.097	0.000		
301.82032200	+44.55975600	14246175	301.820322	+44.559756	0.952	0.712	20122054	3	7	1.334	0.000	15.623	0.000	16.957	0.000	16.326	0.072	15.121	0.017	14.456	0.000
301.83135900	+44.57002200	14246176	301.831359	+44.570022	0.649	0.868	20122054	2	4	0.574	0.209	16.647	0.050	17.221	0.203						
301.83161200	+44.55541600	14246177	301.831612	+44.555416	1.740	0.686	20122054	3	10	1.165	0.041	15.924	0.037	17.089	0.017	16.425	0.041	15.547	0.021	15.256	0.046
301.84712500	+44.55693700	14246178	301.847125	+44.556937	1.220	0.920	20122054	2	4	0.806	0.069	16.221	0.021	17.027	0.066						
301.77606600	+44.54343500	14246179	301.776066	+44.543435	0.700	0.484	20122054	4	13	0.839	0.066	13.884	0.048	14.723	0.046	14.298	0.017	13.610	0.027	13.349	0.000
301.78684000	+44.54431200	14246180	301.786840	+44.544312	1.019	0.582	20122054	4	16	0.809	0.090	14.602	0.087	15.411	0.023	14.992	0.037	14.324	0.010	14.023	0.000
301.78812200	+44.55784600	14246181	301.788122	+44.557846	1.058	0.448	20122054	4	14	0.618	0.072	14.889	0.064	15.507	0.032	15.161	0.066	14.666	0.012	14.480	0.067
301.79882200	+44.56929500	14246182	301.798822	+44.569295	1.033	0.393	20122054	3	11	1.099	0.044	14.655	0.029	15.754	0.033	15.201	0.014	14.290	0.012	13.941	0.000
301.92041300	+44.54826900	14246183	301.920413	+44.548269	1.347	0.926	20122054	3	7	0.887	0.109	16.097	0.025	16.984	0.107	16.616	0.000	15.594	0.000	15.070	0.000
301.92463700	+44.56228100	14246184	301.924637	+44.562281	1.165	0.555	20122054	4	14	0.556	0.036	13.690	0.014	14.246	0.033	13.945	0.006	13.474	0.022	13.317	0.000
301.93445800	+44.53091100	14246185	301.934458	+44.530911	0.734	0.491	20122054	2	7	0.908	0.037	15.016	0.000	15.924	0.037	15.529	0.000	14.694	0.000	14.265	0.000
301.87540900	+44.53540300	14246187	301.875409	+44.535403	0.982	0.766	20122054	4	13	0.653	0.110	14.296	0.034	14.949	0.105	14.540	0.174	14.094	0.030	13.808	0.000
301.88594100	+44.52607200	14246188	301.885941	+44.526072	0.856	0.389	20122054	3	10	0.835	0.046	15.353	0.011	16.188	0.044	15.734	0.049	15.087	0.046		
301.89157700	+44.54032500	14246189	301.891577	+44.540325	1.122	0.747	20122054	4	11	0.768	0.039	15.295	0.029	16.063	0.026	15.698	0.000	15.096	0.000	14.745	0.000
301.88828700	+44.56991400	14246190	301.888287	+44.569914	1.017	0.539	20122054	4	11	0.667	0.056	14.753	0.043	15.420	0.036	15.081	0.000	14.588	0.000	14.370	0.000
301.89345400	+44.58841700	14246191	301.893454	+44.588417	0.929	0.654	20122054	4	13	0.461	0.069	13.931	0.040	14.392	0.056	14.136	0.006	13.777	0.014	13.611	0.000
301.90101400	+44.57182500	14246192	301.901014	+44.571825	1.237	0.427	20122054	3	9	1.514	0.133	15.216	0.038	16.730	0.128	16.096	0.000	14.714	0.000	14.127	0.000
301.90634000	+44.57942000	14246193	301.906340	+44.579420	1.153	0.720	20122054	2	4	0.699	0.146	16.139	0.118	16.838	0.087						
301.91719900	+44.56976000	14246194	301.917199	+44.569760	1.105	0.698	20122054	4	13	0.457	0.051	14.704	0.030	15.161	0.042	14.882	0.065	14.471	0.062	14.353	0.000
301.89425000	+44.59559300	14246201	301.894250	+44.595593	0.895	1.012	20122054	2	7	1.350	0.061	14.698	0.019	16.048	0.058	15.486	0.000	14.288	0.000	13.710	0.000
301.83558700	+44.58348100	14246208	301.835587	+44.583481	0.277	1.054	20122054	2	6	0.474	0.079	15.655	0.018	16.129	0.077	15.922	0.000	15.442	0.000		
301.86233500	+44.57199100	14246209	301.862335	+44.571991	0.903	0.565	20122054	5	14	0.544	0.068	12.425	0.056	12.969	0.039	12.678	0.000	12.266	0.010	12.084	0.000
301.86610800	+44.56434800	14246210	301.866108	+44.564348	1.111	0.330	20122054	2	10	0.701	0.128	15.878	0.111	16.580	0.063	16.137	0.000	15.558	0.000		
301.87525800	+44.59286100	14246211	301.875258	+44.592861	0.973	0.538	20122054	3	10	0.761	0.084	15.412	0.011	16.173	0.083	15.771	0.010	15.178	0.019		
301.81165600	+44.59115200	14246212	301.811656	+44.591152	0.813	0.516	20122054	4	13	0.553	0.073	13.640	0.055	14.193	0.048	13.897	0.011	13.489	0.027	13.309	0.000
301.81876000	+44.59711300	14246213	301.818760	+44.597113	0.752	0.704	20122054	4	13	0.498	0.060	14.558	0.032	15.056	0.050	14.782	0.026	14.370	0.000	14.156	0.000
301.82279900	+44.58139300	14246214	301.822799	+44.581393	0.981	0.542	20122054	5	16	1.457	0.052	12.195	0.034	13.652	0.040	12.947	0.056	11.726	0.021	11.172	0.000
301.82765100	+44.62420000	14246215	301.827651	+44.624200	1.202	0.858	20122054	4	8	0.961	0.255	16.406	0.183	17.367	0.177	16.819	0.073	16.033	0.014		
301.84605500	+44.61883100	14246216	301.846055	+44.618831	1.128	0.572	20122054	4	16	1.314	0.048	13.052	0.032	14.366	0.035	13.715	0.055	12.605	0.034	12.119	0.000
301.84633200	+44.60275400	14246217	301.846332	+44.602754	1.317	0.826	20122054	2	7	1.577	0.115	15.837	0.077	17.414	0.085	16.582	0.000	15.399	0.000	14.684	0.000
301.89106700	+44.60609300	14246219	301.891067	+44.606093	0.696	0.631	20122054	2	5							17.107	0.061	15.600	0.031	14.804	0.000
301.84893800	+44.63243300	14246224	301.848938	+44.632433	0.841	1.350	20122054	3	6	1.365	0.085	15.489	0.000	16.854	0.085	16.369	0.138	14.981	0.008		
301.85864900	+44.62977300	14246226	301.858649	+44.629773	0.902	0.977	20122054	3	5	0.651	0.054	14.368	0.054	15.019	0.006					13.876	0.000
301.85965600	+44.62484800	14246227	301.859656	+44.624848	0.916	0.609	20122054	4	13	0.565	0.078	14.076	0.050	14.641	0.059	14.365	0.033	13.893	0.025	13.724	0.000
301.71067900	+44.53231700	14246233	301.710679	+44.532317	0.821	0.739	20122054	4	14	0.777	0.069	15.680	0.037	16.457	0.058	16.037	0.008	15.429	0.008	15.148	0.010
301.71216400	+44.51764500	14246234	301.712164	+44.517645	1.172	1.568	20122054	4	10	0.759	0.192	16.112	0.181	16.870	0.065	16.398	0.109	15.637	0.034		
301.72969300	+44.55990800	14246235	301.729693	+44.559908	0.729	0.394	20122054	4	16	0.570	0.077	14.429	0.057	14.998	0.053	14.662	0.050	14.226	0.059	14.030	0.088
301.73279300	+44.54377300	14246236	301.732793	+44.543773	0.926	0.461	20122054	4	13	1.552	0.091	15.270	0.083	16.821	0.037	16.028	0.070	14.680	0.054	13.937	0.000
301.74226300	+44.55450700	14246237	301.742263	+44.554507	1.065	0.240	20122054	2	4	0.853	0.035	16.246	0.011	17.098	0.033						
301.69313700	+44.54845500	14246238	301.693137	+44.548455	1.104	0.445	20122054	5	24	0.546	0.066	13.237	0.050	13.783	0.043	13.462	0.051	13.076	0.044	12.878	0.068
301.71806300	+44.54832600	14246239	301.718063	+44.548326	0.945	0.899	20122054	3	15	0.848	0.124	15.646	0.068	16.494	0.103	16.021	0.008	15.333	0.019	15.185	0.235
301.69768200	+44.57330200	14246240	301.697682	+44.573302	0.733	0.324	20122054	3	14	0.694	0.020	14.668	0.019	15.362	0.006	14.983	0.036	14.415	0.022	14.202	0.081
301.70888600	+44.55719700	14246241	301.708886	+44.557197	0.609	0.783	20122054	2	6	0.667	0.113	16.537	0.000	17.204	0.113	16.957	0.116	16.038	0.070		
301.70994000	+44.59200300	14246242	301.709940	+44.592003	0.834	0.353	20122054	5	23	0.594	0.068	11.092	0.046	11.686	0.051	11.347	0.036	10.917	0.062	10.797	0.107
301.71614800	+44.56823200	14246243	301.716148	+44.568232	0.587	0.339	20122054	4	13	0.640	0.076	13.898	0.055	14.538	0.052	14.215	0.000	13.711	0.023	13.536	0.000
301.75876600	+44.56499200	14246244	301.758766	+44.564992	0.615	0.587	20122054	4	18	1.214	0.093	14.974	0.047	16.188	0.080	15.608	0.067	14.473	0.056		
301.76600000	+44.60751100	14246245	301.766000	+44.607511	0.736	0.426	20122054	3	11	0.515	0.038	14.479	0.019	14.994	0.033	14.695	0.006	14.246	0.056	14.115	0.000
301.77554100	+44.60621900	14246246	301.775541	+44.606219	0.947	0.451	20122054	2	3	0.854	0.094	16.242	0.000	17.096	0.094					15.630	0.000
301.71956200	+44.61389000	14246247	301.719562	+44.613890	0.901	1.200	20122054	4	10	0.651	0.238	15.797	0.172	16.449	0.165	15.852	0.000	15.655	0.000		
301.72141600	+44.59493100	14246248	301.721416	+44.594931	0.808	0.414	20122054	5	20	0.521	0.067	12.983	0.048	13.503	0.047	13.195	0.049	12.778	0.073	12.670	0.000
301.73220500	+44.60030300	14246249	301.732205	+44.600303	0.764	0.516	20122054	4	16	1.973	0.085	13.490	0.064	15.463	0.056	14.504	0.070	12.776	0.043	11.965	0.048
301.73456700	+44.62975500	14246250	301.734567	+44.629755	0.937	0.514	20122054	5	18	1.644	0.067	13.272	0.047	14.916	0.048	14.104	0.099	12.683	0.042	12.042	0.000
301.74573500	+44.60898200	14246251	301.745735	+44.608982	0.571	1.084	20122054	3	6	1.002	0.074	16.042	0.029	17.044	0.068	16.539	0.000	15.679	0.000		
301.74896500	+44.62011000	14246252	301.748965	+44.620110	1.133	1.324	20122054	3	5			15.825	0.000			16.563	0.197	15.290	0.073		
301.75475500	+44.62888600	14246253	301.754755	+44.628886	0.899	0.713	20122054	4	13	0.874	0.115	15.569	0.068	16.443	0.092	16.040	0.085	15.246	0.019	14.787	0.000
301.66199300	+44.57749400	14246254	301.661993	+44.577494	0.800	0.407	20122054	4	23	0.563	0.053	14.099	0.032	14.662	0.042	14.317	0.044	13.923	0.069	13.741	0.051
301.67307500	+44.61807600	14246255	301.673075	+44.618076	1.587	1.015	20122054	2	4	1.258	0.204	16.617	0.000	17.874	0.204	17.298	0.000	16.197	0.000		
301.67737700	+44.59810400	14246256	301.677377	+44.598104	0.959	0.582	20122054	4	16	0.656	0.128	16.051	0.082	16.706	0.098	16.355	0.042	15.727	0.076	15.412	0.135
301.62984800	+44.58873900	14246257	301.629848	+44.588739	0.744	0.291	20122054	5	23	1.231	0.070	10.079	0.055	11.310	0.042	10.763	0.074	9.734	0.000	9.341	0.000
301.63729800	+44.61736300	14246258	301.637298	+44.617363	0.628	0.414	20122054	4	18	1.796	0.127	14.289	0.073	16.085	0.104	15.174	0.085	13.618	0.026	12.858	0.054
301.64981700	+44.63101900	14246259	301.649817	+44.631019	0.450	0.619	20122054	2	4							15.318	0.091	14.864	0.027		
301.69372100	+44.62263600	14246260	301.693721	+44.622636	1.025	0.555	20122054	4	16	0.615	0.078	15.284	0.056	15.899	0.055	15.551	0.023	15.031	0.038	14.829	0.046
301.71673700	+44.61830200	14246261	301.716737	+44.618302	0.355	0.304	20122054	3	3											13.410	0.044
301.69474300	+44.65024600	14246262	301.694743	+44.650246	0.784	0.787	20122054	2	6	0.837	0.332	16.483	0.320	17.321	0.091	16.727	0.000	16.128	0.000		
301.70426400	+44.65829500	14246263	301.704264	+44.658295	0.564	0.714	20122054	4	13	1.775	0.098	15.115	0.070	16.890	0.069	15.946	0.071	14.358	0.006	13.427	0.000
301.70964600	+44.63834600	14246264	301.709646	+44.638346	1.015	0.921	20122054	3	6	0.854	0.159	16.009	0.049	16.864	0.151						
301.72724000	+44.65340000	14246265	301.727240	+44.653400	0.759	0.468	20122054	5	17	0.537	0.000	9.490	0.000	10.027	0.000	10.109	0.092			9.824	0.000
301.66404500	+44.64159900	14246266	301.664045	+44.641599	1.028	0.831	20122054	3	12	0.584	0.130	15.897	0.049	16.481	0.121	16.161	0.104	15.705	0.148		
301.67638200	+44.64716500	14246267	301.676382	+44.647165	0.749	0.510	20122054	4	16	0.546	0.063	13.997	0.054	14.543	0.032	14.245	0.041	13.806	0.014	13.596	0.000
301.68176900	+44.63782900	14246268	301.681769	+44.637829	0.805	0.539	20122054	5	21	0.515	0.068	12.392	0.054	12.906	0.043	12.611	0.036	12.210	0.009	11.988	0.008
301.67801700	+44.66373300	14246269	301.678017	+44.663733	0.579	0.728	20122054	4	15	0.658	0.091	14.881	0.065	15.538	0.063	15.227	0.016	14.627	0.059	14.430	0.000
301.68493300	+44.67700000	14246270	301.684933	+44.677000	1.404	0.370	20122054	2	6							17.481	0.376	15.427	0.101	14.440	0.023
301.68948300	+44.66484000	14246271	301.689483	+44.664840	1.124	0.505	20122054	4	15	0.934	0.158	16.032	0.109	16.967	0.114	16.500	0.142	15.672	0.062	15.167	0.000
301.79746100	+44.63248000	14246272	301.797461	+44.632480	0.753	0.281	20122054	2	4	0.891	0.092	15.871	0.089	16.762	0.026						
301.80618600	+44.62202900	14246273	301.806186	+44.622029	0.589	1.035	20122054	3	7	1.565	0.164	16.117	0.000	17.682	0.164	16.944	0.102	15.424	0.037	14.668	0.000
301.80538800	+44.65613400	14246274	301.805388	+44.656134	0.884	0.649	20122054	4	13	1.943	0.088	13.895	0.063	15.838	0.062	14.917	0.089	13.195	0.046	12.406	0.000
301.81299900	+44.63392200	14246275	301.812999	+44.633922	1.147	0.887	20122054	2	4	0.589	0.189	17.103	0.184	17.692	0.043						
301.77403300	+44.63914100	14246276	301.774033	+44.639141	0.385	1.246	20122054	2	4	1.117	0.000	16.468	0.000	17.585	0.000	16.931	0.062	16.018	0.000		
301.77179400	+44.66753600	14246277	301.771794	+44.667536	1.118	0.439	20122054	4	11	0.442	0.043	13.062	0.023	13.505	0.036	13.250	0.000	12.907	0.000	13.184	0.000
301.77525100	+44.68059700	14246278	301.775251	+44.680597	0.493	1.546	20122054	3	6	0.730	0.105	15.471	0.104	16.201	0.008	15.891	0.000	15.300	0.000		
301.78899000	+44.66910100	14246279	301.788990	+44.669101	0.928	0.459	20122054	3	11	1.375	0.048	14.618	0.019	15.993	0.045	15.322	0.105	14.081	0.033	13.447	0.000
301.81147300	+44.67315000	14246280	301.811473	+44.673150	0.975	0.703	20122054	3	11	2.025	0.120	15.069	0.098	17.094	0.069	16.130	0.146	14.193	0.093	12.088	0.000
301.79935300	+44.67807700	14246288	301.799353	+44.678077	0.944	0.508	20122054	3	9	1.994	0.074	14.578	0.067	16.571	0.032	15.665	0.000	13.931	0.000	13.104	0.000
301.72885100	+44.66643700	14246291	301.728851	+44.666437	1.023	0.673	20122054	3	9	1.171	0.120	15.912	0.000	17.083	0.120	16.454	0.017	15.401	0.008	14.800	0.000
301.73878100	+44.70106500	14246292	301.738781	+44.701065	1.267	0.380	20122054	2	4							16.470	0.077	14.960	0.016		
301.74699300	+44.68564200	14246293	301.746993	+44.685642	1.066	0.473	20122054	5	19	0.916	0.067	13.292	0.048	14.208	0.047	13.731	0.062	12.944	0.067	12.663	0.000
301.75397700	+44.70316000	14246294	301.753977	+44.703160	0.413	0.373	20122054	4	13	0.577	0.036	15.335	0.023	15.912	0.027	15.551	0.067	15.043	0.041	14.831	0.000
301.76299800	+44.69455600	14246295	301.762998	+44.694556	0.730	0.496	20122054	3	11	0.653	0.059	15.600	0.041	16.253	0.043	15.856	0.015	15.265	0.037	14.956	0.000
301.68796000	+44.69607200	14246296	301.687960	+44.696072	0.878	0.411	20122054	4	19	0.595	0.084	14.157	0.047	14.752	0.069	14.412	0.058	13.932	0.062	13.733	0.027
301.70665200	+44.71391700	14246297	301.706652	+44.713917	0.767	0.443	20122054	4	18	0.675	0.063	13.490	0.042	14.165	0.047	13.779	0.054	13.252	0.070	13.031	0.023
301.72540800	+44.70836400	14246298	301.725408	+44.708364	0.886	0.686	20122054	4	18	0.519	0.063	12.767	0.005	13.286	0.063	12.986	0.057	12.603	0.009	12.430	0.091
301.48520200	+44.41177400	14246311	301.485202	+44.411774	1.027	0.890	20122054	4	10	0.705	0.085	15.046	0.052	15.751	0.067	15.344	0.059	14.818	0.021		
301.47894000	+44.44254700	14246312	301.478940	+44.442547	1.143	0.743	20122054	3	10	0.771	0.084	14.932	0.018	15.703	0.082	15.272	0.166	14.701	0.118	14.634	0.000
301.50161500	+44.43159300	14246313	301.501615	+44.431593	0.683	0.326	20122054	5	24	1.009	0.048	13.327	0.038	14.337	0.029	13.776	0.051	12.978	0.039	12.601	0.067
301.50171900	+44.45223500	14246314	301.501719	+44.452235	0.578	0.338	20122054	4	19	0.668	0.060	14.256	0.045	14.924	0.040	14.536	0.046	14.040	0.050	13.826	0.078
301.46876400	+44.46841800	14246315	301.468764	+44.468418	0.597	1.463	20122054	2	5							16.840	0.115	16.106	0.017	15.775	0.000
301.49665900	+44.48050600	14246316	301.496659	+44.480506	0.648	0.528	20122054	4	19	0.626	0.046	15.233	0.030	15.859	0.035	15.498	0.033	14.959	0.059	14.705	0.116
301.50514400	+44.49234700	14246317	301.505144	+44.492347	0.733	0.385	20122054	5	29	0.803	0.048	12.427	0.029	13.231	0.038	12.764	0.045	12.171	0.036	11.886	0.032
301.51669200	+44.47852000	14246318	301.516692	+44.478520	0.859	0.457	20122054	3	10	1.037	0.097	16.247	0.000	17.284	0.097	16.762	0.052	15.989	0.085	15.450	0.046
301.52115100	+44.50956400	14246319	301.521151	+44.509564	0.291	0.574	20122054	4	19	0.613	0.071	15.062	0.050	15.676	0.050	15.287	0.054	14.853	0.080	14.669	0.059
301.52553700	+44.50202200	14246320	301.525537	+44.502022	0.814	0.526	20122054	3	8	0.845	0.109	16.239	0.036	17.085	0.103	16.704	0.064	15.876	0.114		
301.53327100	+44.50005400	14246321	301.533271	+44.500054	0.899	0.715	20122054	4	12			15.284	0.000			16.333	0.093	14.311	0.047	13.246	0.055
301.53562100	+44.48354400	14246322	301.535621	+44.483544	0.624	0.314	20122054	4	19	0.868	0.069	14.819	0.027	15.687	0.064	15.187	0.062	14.553	0.010	14.224	0.046
